index,Gênero,Idoso,Parceiro,Dependentes,Fidelidade,Churn,Internet,Segurança Online,Backup Online,Proteção no Dispositivo,Suporte Técnico,TV a Cabo,Streaming de Filmes,Serviço Telefônico,Diversas Linhas de Telefone,Contrato,Fatura Online,Método de Pagamento,Despesa Mensal,Despesa Total,Gasto Diário
4998,Female,0,Não,Não,54,Não,Fibra ótica,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),95.1,5064.85,3.07
4999,Female,0,Sim,Sim,26,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,60.05,1616.15,2.0
5000,Male,0,Sim,Sim,24,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Pagamento físico,84.8,1990.5,2.65
5002,Male,0,Não,Não,2,Não,DSL,Não,Não,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Credit card (automatic),50.2,109.25,1.21
5003,Female,0,Sim,Não,47,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,98.75,4533.7,3.15
5004,Female,1,Sim,Não,58,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),100.4,5749.8,3.25
5005,Female,0,Sim,Não,64,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.45,1208.6,0.62
5006,Male,0,Sim,Sim,58,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Credit card (automatic),75.2,4300.8,2.43
5007,Male,0,Sim,Sim,19,Sim,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Um ano,Não,Bank transfer (automatic),100.0,1888.65,3.15
5008,Male,0,Não,Sim,1,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.75,19.75,0.33
5009,Male,1,Sim,Não,35,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,100.8,3437.5,3.18
5010,Female,0,Não,Não,8,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),65.5,573.15,2.12
5011,Male,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Débito eletrônico,20.55,1432.55,0.65
5012,Female,0,Não,Não,2,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,74.9,136.05,1.51
5013,Male,0,Sim,Sim,67,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),24.65,1620.45,0.79
5014,Female,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Pagamento físico,95.65,95.65,1.59
5015,Female,0,Sim,Sim,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),113.1,8248.5,3.77
5016,Male,0,Sim,Não,11,Não,DSL,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),55.05,608.15,1.69
5017,Male,1,Não,Não,9,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,74.05,678.45,2.26
5018,Female,0,Não,Sim,11,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Credit card (automatic),20.1,221.35,0.61
5019,Male,1,Sim,Não,7,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,99.25,665.45,2.77
5020,Male,0,Não,Não,37,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),96.1,3646.8,3.2
5021,Female,0,Não,Não,30,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),55.3,1530.6,1.65
5022,Female,0,Sim,Sim,24,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Pagamento físico,52.5,1208.15,1.61
5023,Male,0,Não,Não,68,Não,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Sim,Não,Um ano,Não,Credit card (automatic),79.6,5461.45,2.64
5024,Female,0,Não,Não,2,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,20.45,34.8,0.39
5025,Male,0,Sim,Não,70,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Credit card (automatic),76.1,5264.25,2.47
5026,Female,0,Sim,Não,64,Não,DSL,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),58.35,3756.45,1.93
5027,Male,0,Não,Não,40,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Não,Débito eletrônico,67.45,2731.0,2.22
5028,Male,0,Não,Não,30,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),97.0,3021.3,3.25
5029,Male,0,Não,Sim,1,Sim,DSL,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,48.95,48.95,0.82
5030,Male,1,Sim,Não,18,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Débito eletrônico,78.55,1422.65,2.5
5031,Male,0,Sim,Não,1,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,84.8,84.8,1.41
5032,Female,0,Sim,Não,32,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Bank transfer (automatic),19.4,641.15,0.65
5033,Female,0,Sim,Não,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),85.75,6223.8,2.88
5034,Male,0,Não,Não,1,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,50.7,50.7,0.85
5035,Male,0,Não,Não,18,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Pagamento físico,69.5,1199.4,2.1
5036,Female,0,Sim,Sim,48,Não,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),105.25,4997.5,3.4
5037,Female,0,Sim,Não,71,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),20.9,1493.2,0.69
5038,Female,0,Sim,Não,4,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,91.65,365.4,2.44
5039,Male,1,Sim,Não,24,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,104.25,2433.9,3.25
5040,Male,0,Não,Não,50,Não,Fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Um ano,Sim,Credit card (automatic),90.1,4549.45,2.97
5041,Male,1,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,75.75,75.75,1.26
5043,Male,1,Não,Não,44,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,73.85,3122.4,2.31
5044,Male,0,Sim,Sim,61,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Dois anos,Sim,Bank transfer (automatic),68.05,4158.25,2.24
5045,Male,0,Não,Não,29,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Mensal,Não,Pagamento físico,89.65,2623.65,2.92
5046,Male,0,Não,Não,12,Não,DSL,Não,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,53.75,648.65,1.66
5047,Female,0,Sim,Sim,49,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Bank transfer (automatic),79.3,3902.45,2.6
5048,Female,1,Não,Não,37,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,96.55,3580.3,3.14
5049,Male,1,Sim,Sim,26,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito eletrônico,105.75,2710.25,3.35
5050,Male,0,Não,Não,52,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),89.45,4577.75,2.88
5051,Male,0,Não,Sim,60,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,84.95,4984.85,2.72
5052,Female,1,Não,Não,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),117.35,8436.25,3.85
5053,Male,0,Não,Não,1,Sim,DSL,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,50.65,50.65,0.84
5054,Male,0,Sim,Sim,15,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),74.9,1107.25,2.31
5055,Male,0,Não,Não,40,Não,Fibra ótica,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Um ano,Sim,Credit card (automatic),89.6,3488.15,2.84
5056,Male,0,Não,Não,29,Não,DSL,Não,Sim,Não,Sim,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Débito eletrônico,34.3,1004.75,1.12
5057,Male,0,Não,Não,1,Não,DSL,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Débito eletrônico,54.3,54.3,0.9
5058,Female,0,Não,Não,36,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,99.15,3615.6,3.26
5059,Male,0,Sim,Não,65,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,90.65,5931.0,3.0
5060,Female,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,76.35,76.35,1.27
5061,Female,0,Não,Não,65,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Bank transfer (automatic),84.85,5459.2,2.76
5062,Female,0,Sim,Não,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Sim,Pagamento físico,26.0,1776.0,0.81
5063,Male,0,Não,Sim,1,Não,DSL,Não,Sim,Não,Sim,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,33.6,33.6,0.56
5064,Female,1,Não,Não,59,Não,Fibra ótica,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,89.75,5496.9,3.05
5065,Female,0,Não,Não,5,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Débito eletrônico,80.2,384.25,2.13
5066,Male,1,Sim,Sim,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),114.95,8196.4,3.74
5067,Male,0,Sim,Sim,5,Não,DSL,Não,Não,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,55.7,259.4,1.44
5068,Male,0,Não,Sim,56,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Pagamento físico,21.2,1238.65,0.72
5069,Male,0,Sim,Sim,23,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,20.9,454.0,0.63
5070,Male,0,Não,Não,4,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Credit card (automatic),51.75,201.1,1.34
5071,Female,0,Não,Não,2,Não,Fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,80.45,137.1,1.52
5072,Male,0,Sim,Não,11,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Pagamento físico,20.55,184.95,0.51
5073,Female,1,Sim,Não,53,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),25.1,1275.6,0.79
5074,Male,1,Não,Não,20,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Credit card (automatic),71.3,1389.2,2.21
5075,Female,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.7,1379.8,0.63
5076,Female,0,Não,Não,26,Não,DSL,Não,Sim,Sim,Não,Não,Não,Sim,Não,Um ano,Sim,Pagamento físico,56.05,1553.2,1.92
5077,Male,0,Sim,Sim,31,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Um ano,Não,Débito eletrônico,59.95,1848.8,1.93
5078,Male,0,Sim,Sim,19,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Um ano,Sim,Bank transfer (automatic),48.95,955.6,1.59
5079,Female,1,Sim,Não,48,Não,DSL,Não,Sim,Não,Não,Não,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),58.95,2789.7,1.9
5080,Female,0,Não,Não,5,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,80.0,412.5,2.29
5081,Female,0,Não,Não,2,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,20.55,33.6,0.37
5082,Male,1,Sim,Não,25,Sim,Fibra ótica,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,89.05,2177.45,2.79
5083,Male,0,Sim,Sim,54,Não,Fibra ótica,Não,Sim,Não,Sim,Não,Não,Sim,Não,Dois anos,Sim,Bank transfer (automatic),79.95,4362.05,2.64
5084,Male,1,Sim,Não,68,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),80.35,5589.3,2.7
5085,Male,0,Sim,Não,70,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Bank transfer (automatic),72.95,5265.55,2.47
5086,Male,0,Sim,Não,18,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),44.35,768.05,1.35
5087,Female,0,Não,Não,3,Sim,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),99.0,287.4,2.4
5088,Male,0,Não,Não,45,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,75.95,3273.8,2.37
5089,Male,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,42.9,42.9,0.72
5090,Female,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Débito eletrônico,76.0,76.0,1.27
5091,Male,0,Não,Não,47,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.45,943.0,0.65
5092,Male,1,Sim,Não,46,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,80.4,3605.2,2.56
5093,Male,1,Sim,Não,70,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),88.55,6306.5,2.96
5094,Female,0,Sim,Sim,70,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,24.05,1764.75,0.83
5095,Male,0,Sim,Sim,37,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Um ano,Sim,Débito eletrônico,40.2,1525.35,1.34
5096,Male,0,Sim,Sim,15,Não,Fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Um ano,Não,Débito eletrônico,101.9,1667.25,3.47
5097,Female,0,Não,Não,55,Não,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,81.55,4509.5,2.68
5098,Male,0,Sim,Não,58,Não,DSL,Não,Não,Não,Não,Sim,Sim,Não,Sem serviço telefônico,Um ano,Sim,Credit card (automatic),45.0,2689.35,1.52
5099,Male,0,Sim,Não,43,Não,DSL,Não,Não,Não,Não,Sim,Não,Sim,Não,Um ano,Sim,Pagamento físico,56.35,2391.15,1.81
5100,Female,1,Não,Não,9,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,90.1,816.8,2.72
5101,Female,0,Não,Não,6,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.0,109.2,0.52
5102,Female,0,Sim,Não,55,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Débito eletrônico,19.7,1140.05,0.68
5103,Female,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),25.2,1787.35,0.82
5104,Female,0,Não,Não,8,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.2,156.85,0.58
5105,Female,0,Não,Não,8,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,87.05,762.1,2.82
5106,Female,0,Sim,Não,67,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Bank transfer (automatic),20.85,1327.4,0.65
5107,Female,0,Sim,Sim,69,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.2,1412.65,0.67
5108,Male,0,Sim,Sim,44,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Um ano,Sim,Débito eletrônico,54.3,2317.1,1.72
5109,Male,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,44.4,44.4,0.74
5110,Female,1,Sim,Não,1,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,20.85,20.85,0.35
5111,Female,0,Sim,Não,26,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),79.3,2015.8,2.49
5112,Male,0,Sim,Sim,39,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Pagamento físico,86.3,3266.0,2.72
5113,Male,0,Não,Não,14,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,92.9,1337.45,2.97
5114,Female,1,Não,Não,54,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,79.5,4370.25,2.65
5115,Male,0,Não,Não,49,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito eletrônico,98.7,4920.55,3.28
5116,Male,0,Sim,Sim,65,Sim,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Bank transfer (automatic),108.65,6937.95,3.5
5117,Male,0,Sim,Não,38,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Um ano,Não,Credit card (automatic),69.0,2669.45,2.28
5118,Female,0,Não,Não,2,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,68.95,119.75,1.33
5119,Male,0,Sim,Sim,60,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,110.6,6586.85,3.6
5120,Male,0,Sim,Não,69,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),112.55,7806.5,3.72
5121,Male,0,Sim,Sim,70,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Débito eletrônico,106.15,7475.1,3.51
5122,Male,0,Não,Não,4,Não,DSL,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,55.9,238.5,1.59
5123,Female,0,Não,Não,14,Não,DSL,Não,Sim,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Pagamento físico,54.25,773.2,1.72
5124,Female,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,74.9,74.9,1.25
5125,Male,0,Sim,Sim,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Bank transfer (automatic),85.45,6029.9,2.79
5126,Male,0,Não,Não,68,Não,Fibra ótica,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),102.1,7149.35,3.45
5127,Female,1,Não,Não,20,Sim,DSL,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Pagamento físico,61.6,1174.35,1.86
5128,Male,0,Não,Não,6,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,84.4,556.35,2.65
5129,Female,1,Sim,Não,71,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Dois anos,Sim,Débito eletrônico,99.4,7168.25,3.32
5130,Male,0,Sim,Sim,66,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Sim,Credit card (automatic),25.3,1672.35,0.83
5131,Female,0,Não,Não,4,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),50.55,235.65,1.57
5132,Male,0,Não,Sim,55,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Bank transfer (automatic),19.1,1001.5,0.6
5133,Male,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),24.1,1734.65,0.79
5134,Female,0,Sim,Sim,18,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.45,357.0,0.63
5135,Male,0,Sim,Não,25,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),95.7,2338.35,3.0
5136,Female,0,Não,Não,40,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Pagamento físico,80.75,3208.65,2.61
5137,Female,0,Sim,Não,71,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Sim,Credit card (automatic),24.25,1732.95,0.8
5138,Female,0,Não,Não,29,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Credit card (automatic),25.1,712.85,0.79
5139,Male,1,Sim,Não,29,Não,Fibra ótica,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Um ano,Não,Bank transfer (automatic),90.1,2656.7,2.95
5140,Female,0,Sim,Sim,61,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),115.1,7008.15,3.77
5141,Female,0,Sim,Não,2,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Bank transfer (automatic),20.1,43.15,0.48
5142,Male,0,Sim,Sim,56,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Dois anos,Sim,Bank transfer (automatic),59.8,3457.45,2.02
5143,Male,0,Não,Sim,13,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Credit card (automatic),78.3,1033.95,2.46
5144,Female,1,Não,Não,9,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Credit card (automatic),75.5,637.4,2.12
5145,Male,0,Sim,Sim,7,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Não,Sem serviço telefônico,Dois anos,Não,Credit card (automatic),49.65,305.55,1.27
5146,Female,1,Não,Não,2,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,93.85,170.85,1.9
5147,Male,0,Não,Não,41,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Um ano,Sim,Débito eletrônico,89.55,3729.75,2.96
5148,Male,1,Não,Não,47,Não,DSL,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Dois anos,Não,Bank transfer (automatic),59.6,2754.0,1.91
5150,Male,0,Não,Não,30,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,19.7,625.05,0.67
5151,Male,1,Não,Não,35,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,99.05,3395.8,3.14
5152,Female,0,Não,Não,54,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Não,Sem serviço telefônico,Um ano,Não,Bank transfer (automatic),44.1,2369.7,1.44
5153,Male,1,Sim,Não,17,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),100.45,1622.45,3.0
5154,Male,0,Sim,Sim,72,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),110.9,7922.75,3.62
5155,Male,0,Sim,Não,24,Não,Fibra ótica,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,89.25,2210.2,2.95
5156,Female,0,Não,Não,37,Não,DSL,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),64.65,2347.85,2.06
5157,Female,0,Sim,Sim,48,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.2,1027.25,0.7
